DEPART_NORMAL__HDDS_FROM_XN__BASE_OF_65_F,COLDEST_WIND_CHILL__F,NORMAL_GROWING_DEGREE_DAYS_XN__BASE_OF_50_F,DEPART_NORMAL__EDDS_FROM_XN__BASE_OF_65_F,COLDEST_WINDCHILL_TEMP__F,MINIMUM_FEELS_LIKE_TEMP__F,AVG_HEAT_INDEX_TEMP_ALL_HOURS__F,AVG_DAILY_TEMP_ALL_HOURS__F,LOWEST_WET_BULB_TEMP__F,NORMAL_AVG_DAILY_WET_BULB_TEMP_ALL_HOURS__F,AVG_DAILY_TEMP_ALL_HOURS__F
-2.5,54.0,10.1,-2.7,50.9,50.9,60.6,60.8,52.5,55.0,60.8
2.2,51.1,10.1,2.3,48.9,48.9,55.9,56.1,49.5,55.0,56.1
0.5,48.9,9.5,0.5,46.9,46.9,58.1,57.9,46.6,54.9,57.9
-2.5,48.9,9.5,-2.7,48.9,48.9,63.1,63.3,46.9,54.9,63.3
-3.4,51.1,9.5,-3.4,49.5,49.5,64.9,64.6,46.2,54.9,64.6
0.0,50.0,9.0,0.0,50.0,50.0,60.8,61.0,46.6,54.7,61.0
-1.1,52.0,9.0,-1.1,49.6,49.6,60.8,61.2,50.9,54.5,61.2
1.1,53.1,9.0,1.3,49.3,49.3,57.7,57.9,51.4,54.5,57.9
-0.4,53.1,9.0,-0.4,49.3,49.3,57.9,58.1,50.0,54.5,58.1
2.5,51.1,9.0,2.7,48.6,48.6,57.0,57.0,49.5,54.5,57.0
0.0,54.0,9.0,0.0,52.9,52.9,58.5,58.6,51.3,54.5,58.6
1.1,50.0,9.0,1.3,48.6,48.6,58.1,58.1,49.1,54.5,58.1
-0.5,53.1,8.5,-0.7,50.5,50.5,59.5,59.7,50.0,54.1,59.7
0.0,52.0,7.9,0.0,50.5,50.5,57.6,57.7,50.4,53.8,57.7
2.0,51.1,7.9,2.2,48.9,48.9,56.3,56.5,49.5,53.8,56.5
1.8,46.9,7.9,2.0,43.5,43.5,55.8,56.1,45.5,53.6,56.1
1.4,44.1,7.9,1.6,43.0,43.0,57.0,57.0,43.2,53.6,57.0
0.4,46.9,7.9,0.5,44.1,44.1,57.6,57.7,45.5,53.6,57.7
1.4,46.9,7.9,1.4,46.9,46.9,57.0,57.2,46.0,53.6,57.2
-0.4,53.1,7.6,-0.5,50.5,50.5,58.3,58.3,48.6,53.2,58.3
-0.5,50.0,7.0,-0.7,50.0,50.0,57.7,57.9,48.6,53.1,57.9
-4.0,55.9,7.0,-4.1,54.0,54.0,59.5,59.5,50.0,52.9,59.5
-0.5,52.0,7.0,-0.5,49.6,49.6,57.0,57.2,49.5,52.9,57.2
0.9,48.9,7.0,0.9,46.4,46.4,56.1,56.3,46.9,52.9,56.3
1.1,48.9,6.5,1.3,46.4,46.4,54.7,54.9,48.0,52.7,54.9
2.0,46.9,6.5,2.2,44.6,44.6,53.8,53.8,46.6,52.5,53.8
2.3,46.0,5.9,2.3,44.4,44.4,52.2,52.2,45.1,52.2,52.2
1.4,50.0,5.9,1.4,46.8,46.8,54.5,54.5,47.5,52.0,54.5
0.9,46.9,5.4,0.9,45.9,45.9,55.6,55.6,46.6,51.8,55.6
-1.6,50.0,5.4,-1.6,48.9,48.9,55.8,55.9,48.4,51.8,55.9
0.0,48.9,5.4,0.0,46.4,46.4,54.9,55.2,44.8,51.6,55.2
5.0,39.9,5.4,5.4,36.3,36.3,52.0,52.0,38.3,51.4,52.0
2.0,42.1,4.5,2.2,38.8,38.8,51.1,51.3,39.9,50.9,51.3
1.1,41.0,4.5,1.1,37.6,37.6,52.2,52.5,37.9,50.9,52.5
2.5,39.9,4.5,2.7,35.1,35.1,52.9,53.1,36.7,50.9,53.1
2.5,39.9,4.0,2.5,36.9,36.9,51.4,51.8,38.3,50.5,51.8
1.1,41.0,4.0,1.3,37.6,37.6,52.0,52.0,40.1,50.5,52.0
1.6,43.0,3.6,1.6,43.0,43.0,51.6,52.0,42.6,50.2,52.0
5.8,39.0,3.6,5.8,35.2,35.2,48.4,48.2,38.5,50.2,48.2
-2.5,50.0,2.9,-2.5,49.5,49.5,54.7,54.7,49.5,49.8,54.7
0.4,48.9,2.9,0.4,45.5,45.5,52.0,52.0,46.0,49.6,52.0
4.0,39.9,2.9,4.1,39.4,39.4,49.8,50.4,39.0,49.5,50.4
4.1,39.0,2.2,4.1,38.3,38.3,46.4,46.6,38.5,49.1,46.6
7.2,37.4,2.2,7.4,32.7,32.7,44.8,45.0,36.7,48.9,45.0
7.6,37.9,2.2,7.9,34.0,34.0,46.2,46.2,37.0,48.9,46.2
0.0,46.9,1.4,0.0,44.1,44.1,50.7,50.7,46.0,48.7,50.7
0.0,48.9,1.4,0.0,46.9,46.9,51.8,51.8,47.5,48.6,51.8
-1.1,46.0,1.4,-1.1,43.0,43.0,52.5,52.7,45.1,48.2,52.7
4.9,44.1,0.4,5.0,39.6,39.6,47.7,47.7,42.3,47.8,47.7
1.4,41.0,0.4,1.4,38.8,38.8,49.5,49.5,40.5,47.7,49.5
0.7,43.0,0.4,0.7,43.0,43.0,50.9,50.9,42.1,47.7,50.9
-0.2,45.0,0.4,-0.2,42.3,42.3,50.9,51.1,43.7,47.7,51.1
1.4,44.1,0.0,1.4,44.1,44.1,48.7,48.9,43.2,47.1,48.9
-3.2,48.0,0.0,-3.4,45.3,45.3,51.4,51.4,47.1,46.8,51.4
-2.9,48.2,0.0,-3.1,48.2,48.2,51.8,51.8,48.2,46.8,51.8
-6.1,50.0,0.0,-6.3,49.3,49.3,53.8,53.8,49.5,46.4,53.8
-4.0,50.0,0.0,-4.1,48.7,48.7,52.7,52.7,47.7,46.2,52.7
-4.7,51.1,0.0,-4.9,50.9,50.9,53.6,53.6,50.5,46.0,53.6
-3.4,50.0,0.0,-3.6,46.8,46.8,51.3,51.4,48.9,45.5,51.4
-2.3,44.1,0.0,-2.3,40.1,40.1,51.8,52.0,42.3,45.3,52.0
-0.9,43.0,0.0,-1.1,38.3,38.3,48.7,48.7,40.8,45.3,48.7
-0.5,42.1,0.0,-0.5,38.8,38.8,49.8,50.0,41.2,45.3,50.0
-3.1,42.1,0.0,-3.2,37.6,37.6,51.1,51.1,41.5,45.0,51.1
-2.5,46.0,0.0,-2.7,41.5,41.5,51.4,51.6,44.6,44.8,51.6
3.4,39.0,0.0,3.6,36.9,36.9,44.4,44.6,38.1,44.4,44.6
0.9,37.9,0.0,0.9,36.3,36.3,46.2,46.2,37.6,44.2,46.2
1.4,37.9,0.0,1.6,35.1,35.1,45.0,45.1,37.0,43.7,45.1
4.0,33.8,0.0,4.1,33.3,33.3,43.3,43.2,33.1,43.5,43.2
-2.5,41.0,0.0,-2.5,37.6,37.6,48.0,48.2,40.1,43.5,48.2
0.0,37.9,0.0,0.0,37.9,37.9,46.0,46.4,37.6,43.3,46.4
0.5,37.9,0.0,0.5,37.9,37.9,46.2,46.2,37.6,43.0,46.2
-4.9,48.0,0.0,-5.0,44.8,44.8,50.2,50.4,46.0,43.0,50.4
0.0,44.1,0.0,0.0,37.9,37.9,46.2,46.2,41.4,42.8,46.2
2.0,37.9,0.0,2.0,34.0,34.0,44.8,45.0,37.0,42.8,45.0
-0.5,37.9,0.0,-0.7,34.0,34.0,44.2,44.4,37.6,42.4,44.4
1.1,39.9,0.0,1.3,33.4,33.4,42.4,42.4,38.3,42.3,42.4
2.5,39.0,0.0,2.7,33.4,33.4,41.7,41.7,37.8,42.3,41.7
1.6,37.9,0.0,1.8,34.9,34.9,42.4,42.4,37.0,42.4,42.4
1.4,35.1,0.0,1.4,34.0,34.0,42.3,42.4,33.8,42.3,42.4
0.4,36.0,0.0,0.5,33.3,33.3,42.8,43.0,35.6,42.1,43.0
-0.5,39.9,0.0,-0.5,36.3,36.3,44.4,44.4,38.3,42.1,44.4
-0.7,39.0,0.0,-0.7,33.4,33.4,45.0,45.3,36.9,41.7,45.3
3.6,34.0,0.0,3.8,31.6,31.6,39.9,39.9,33.3,41.5,39.9
0.9,35.1,0.0,1.1,29.1,29.1,41.7,41.9,34.3,41.2,41.9
-1.6,39.9,0.0,-1.8,35.6,35.6,43.9,44.1,38.7,41.0,44.1
4.1,33.1,0.0,4.3,29.8,29.8,40.6,41.0,32.2,40.8,41.0
4.5,33.1,0.0,4.7,28.4,28.4,41.0,40.8,32.2,40.8,40.8
-1.6,42.1,0.0,-1.6,38.7,38.7,44.1,44.1,39.9,40.6,44.1
1.8,36.0,0.0,2.0,33.3,33.3,43.7,43.9,35.2,40.1,43.9
0.0,37.0,0.0,0.0,33.3,33.3,43.0,43.3,37.0,39.7,43.3
2.2,36.0,0.0,2.3,31.6,31.6,41.5,41.5,35.6,39.7,41.5
2.2,35.1,0.0,2.2,31.3,31.3,40.5,40.5,34.7,39.4,40.5
-1.8,39.0,0.0,-1.8,34.0,34.0,41.5,41.7,38.5,39.4,41.7
1.1,39.0,0.0,1.1,34.0,34.0,40.5,40.5,39.0,39.2,40.5
0.7,39.0,0.0,0.7,34.0,34.0,39.9,39.9,38.5,38.7,39.9
1.8,36.0,0.0,2.0,30.2,30.2,39.9,39.9,35.6,38.7,39.9
-2.2,37.9,0.0,-2.5,29.5,29.5,43.7,44.1,36.0,38.7,44.1
0.9,35.1,0.0,1.1,28.4,28.4,39.6,39.6,33.1,38.3,39.6
4.5,28.9,0.0,4.9,21.7,21.7,37.4,37.8,27.3,38.1,37.8
9.0,24.1,0.0,9.4,21.2,21.2,32.0,31.8,23.2,38.1,31.8
2.5,34.0,0.0,2.7,26.2,26.2,37.2,37.2,32.7,38.1,37.2
5.0,28.9,0.0,5.2,21.7,21.7,35.6,35.8,28.2,37.8,35.8
5.8,32.0,0.0,5.9,26.8,26.8,34.3,34.3,31.3,37.8,34.3
7.2,30.9,0.0,7.4,26.2,26.2,32.9,32.9,30.2,37.8,32.9
7.2,30.0,0.0,7.4,24.3,24.3,33.4,33.4,29.7,37.8,33.4
6.1,28.9,0.0,6.5,21.7,21.7,34.3,34.3,27.5,37.8,34.3
0.0,33.1,0.0,0.0,27.5,27.5,40.6,40.8,32.2,37.8,40.8
2.2,35.1,0.0,2.3,29.8,29.8,38.8,38.8,34.3,37.8,38.8
5.6,28.9,0.0,5.8,22.6,22.6,37.0,37.4,28.2,37.6,37.4
5.4,28.0,0.0,5.6,20.7,20.7,34.0,34.0,27.3,37.4,34.0
3.6,30.0,0.0,3.8,27.1,27.1,36.3,36.1,29.7,37.2,36.1
1.4,34.0,0.0,1.6,28.6,28.6,38.3,38.3,33.3,37.2,38.3
0.0,35.1,0.0,0.0,31.6,31.6,39.2,39.2,34.3,37.2,39.2
-2.5,36.0,0.0,-2.5,31.1,31.1,40.6,40.6,34.9,37.2,40.6
3.1,30.0,0.0,3.4,24.8,24.8,35.8,35.8,28.9,37.2,35.8
5.4,28.0,0.0,5.6,22.5,22.5,33.8,33.8,27.3,37.0,33.8
7.0,24.1,0.0,7.4,22.5,22.5,32.4,32.7,23.2,37.0,32.7
7.6,24.1,0.0,7.9,19.2,19.2,30.7,30.6,23.2,37.0,30.6
5.0,26.1,0.0,5.2,18.7,18.7,32.2,32.5,23.5,36.9,32.5
7.6,21.0,0.0,8.3,18.7,18.7,33.6,33.4,19.2,36.9,33.4
0.5,33.1,0.0,0.5,27.5,27.5,39.9,39.7,29.8,36.9,39.7
-5.9,42.1,0.0,-6.1,37.6,37.6,45.7,45.7,41.2,36.7,45.7
-6.5,44.1,0.0,-6.7,41.2,41.2,46.8,46.8,43.5,36.7,46.8
-7.9,44.1,0.0,-8.5,42.3,42.3,47.7,47.8,43.2,36.5,47.8
-4.9,42.1,0.0,-5.0,38.3,38.3,45.1,45.1,41.2,36.5,45.1
-13.0,46.0,0.0,-13.5,43.5,43.5,51.4,51.4,45.5,36.5,51.4
-7.9,42.1,0.0,-8.3,39.9,39.9,49.3,49.5,41.5,36.5,49.5
-5.4,41.0,0.0,-5.6,37.6,37.6,45.1,45.1,40.1,36.5,45.1
-5.9,39.0,0.0,-6.1,37.0,37.0,45.1,45.3,38.1,36.5,45.3
-5.9,39.0,0.0,-6.3,35.2,35.2,44.2,44.4,37.8,36.3,44.4
-0.4,33.1,0.0,-0.4,30.7,30.7,39.6,39.4,32.7,36.3,39.4
-4.0,41.0,0.0,-4.0,37.6,37.6,43.0,43.2,39.2,36.3,43.2
-4.3,39.9,0.0,-4.5,36.3,36.3,44.6,44.8,39.0,36.1,44.8
-2.9,37.0,0.0,-3.1,33.1,33.1,43.2,43.2,36.5,36.0,43.2
0.0,33.1,0.0,0.0,33.1,33.1,41.2,41.5,32.2,36.0,41.5
1.6,30.0,0.0,1.6,26.2,26.2,38.5,38.5,30.0,36.0,38.5
-1.4,34.0,0.0,-1.4,29.1,29.1,40.5,40.3,33.6,36.0,40.3
-6.8,44.1,0.0,-7.0,39.6,39.6,47.3,47.3,42.3,36.0,47.3
-4.5,39.9,0.0,-4.9,38.7,38.7,45.9,46.0,39.9,36.0,46.0
-2.5,39.0,0.0,-2.5,32.9,32.9,42.8,43.0,37.4,36.0,43.0
2.5,30.9,0.0,2.5,30.7,30.7,38.7,38.7,30.2,36.1,38.7
-4.0,39.9,0.0,-4.0,35.6,35.6,44.2,44.2,39.6,36.1,44.2
-5.4,42.8,0.0,-5.8,37.4,37.4,44.4,44.4,41.7,36.3,44.4
-4.0,39.9,0.0,-4.3,33.8,33.8,42.4,42.6,38.3,36.3,42.6
0.5,36.0,0.0,0.5,30.9,30.9,40.5,40.3,35.2,36.5,40.3
-5.0,41.0,0.0,-5.2,36.3,36.3,45.3,45.5,40.1,36.7,45.5
0.9,36.0,0.0,1.1,29.8,29.8,40.5,40.6,33.3,37.0,40.6
-0.7,36.0,0.0,-0.7,28.8,28.8,39.4,39.4,33.3,37.0,39.4
-3.1,37.0,0.0,-3.2,34.0,34.0,40.3,40.1,35.8,37.0,40.1
-2.5,39.0,0.0,-2.5,34.0,34.0,43.2,43.3,37.4,37.2,43.3
0.4,35.1,0.0,0.4,31.6,31.6,41.0,41.0,33.8,37.2,41.0
-3.1,39.0,0.0,-3.2,35.2,35.2,42.3,42.1,36.9,37.2,42.1
0.9,35.1,0.0,0.9,31.6,31.6,40.6,40.8,34.7,37.2,40.8
-0.7,36.0,0.0,-0.7,29.7,29.7,39.9,39.9,34.9,37.2,39.9
-2.2,35.1,0.0,-2.2,33.1,33.1,41.9,41.7,34.3,37.2,41.7
-2.2,35.1,0.0,-2.2,30.9,30.9,41.5,41.7,34.3,37.0,41.7
-1.6,37.0,0.0,-1.6,34.0,34.0,42.3,42.4,37.0,37.0,42.4
-2.5,35.1,0.0,-2.7,29.8,29.8,41.7,41.5,34.7,37.0,41.5
-0.7,36.0,0.0,-0.7,31.6,31.6,40.5,40.6,35.4,37.0,40.6
1.4,34.0,0.0,1.4,32.7,32.7,39.4,39.2,33.3,36.9,39.2
-2.5,39.0,0.0,-2.9,32.4,32.4,41.5,41.7,37.4,36.9,41.7
0.4,34.0,0.0,0.4,31.6,31.6,39.6,39.4,33.3,36.9,39.4
-5.6,41.0,0.0,-6.1,33.4,33.4,44.6,44.6,38.8,36.9,44.6
-1.1,36.0,0.0,-1.3,33.1,33.1,42.3,42.1,35.2,36.9,42.1
-5.0,42.1,0.0,-5.4,37.0,37.0,44.2,44.4,39.6,36.9,44.4
-2.5,37.0,0.0,-2.7,32.2,32.2,43.5,43.9,36.1,37.0,43.9
-0.5,37.0,0.0,-0.5,32.2,32.2,41.4,41.2,36.1,37.2,41.2
-5.6,41.0,0.0,-6.1,32.4,32.4,44.1,44.1,37.2,37.2,44.1
0.0,36.0,0.0,0.0,31.6,31.6,41.4,41.5,34.9,37.2,41.5
1.4,34.0,0.0,1.4,29.5,29.5,39.0,39.4,33.3,37.2,39.4
1.4,33.1,0.0,1.4,33.1,33.1,40.3,39.9,32.7,37.2,39.9
-1.1,33.1,0.0,-1.3,26.8,26.8,43.2,43.5,30.7,37.4,43.5
2.3,30.0,0.0,2.5,25.0,25.0,38.7,39.0,28.2,37.4,39.0
1.4,28.9,0.0,1.6,24.3,24.3,38.7,38.8,27.3,37.4,38.8
3.1,30.9,0.0,3.2,25.0,25.0,38.1,38.1,29.5,37.4,38.1
-3.6,37.0,0.0,-3.8,33.1,33.1,43.7,43.9,35.6,37.4,43.9
-3.1,36.3,0.0,-3.2,31.8,31.8,42.6,43.0,33.4,37.4,43.0
6.1,28.0,0.0,6.5,24.8,24.8,36.9,37.0,27.0,37.8,37.0
6.5,28.9,0.0,6.8,21.7,21.7,33.8,34.0,25.9,37.8,34.0
6.5,28.0,0.0,7.2,21.2,21.2,35.6,35.6,25.7,37.9,35.6
9.5,28.0,0.0,10.6,18.5,18.5,33.1,33.3,22.3,38.3,33.3
12.1,21.0,0.0,12.8,10.8,10.8,29.8,30.0,18.1,38.3,30.0
5.9,27.0,0.0,6.3,16.5,16.5,34.0,34.0,22.8,38.3,34.0
4.1,30.0,0.0,4.5,23.9,23.9,38.7,38.5,26.1,38.3,38.5
1.6,34.0,0.0,1.8,28.6,28.6,42.4,42.4,32.5,38.5,42.4
-2.9,39.9,0.0,-3.2,34.9,34.9,44.8,45.0,36.5,38.5,45.0
2.2,35.1,0.0,2.3,26.2,26.2,40.3,40.5,31.3,38.5,40.5
5.0,32.0,0.0,5.4,21.9,21.9,35.8,35.8,28.2,38.5,35.8
7.2,30.0,0.0,7.7,27.1,27.1,36.0,36.0,28.9,38.5,36.0
3.6,36.0,0.0,3.8,30.4,30.4,40.1,40.1,35.6,38.5,40.1
-5.4,39.0,0.0,-5.9,33.8,33.8,43.9,44.1,37.0,38.3,44.1
1.1,35.1,0.0,1.1,26.6,26.6,40.5,40.6,33.8,38.5,40.6
1.4,30.9,0.0,1.4,23.5,23.5,43.3,43.2,29.8,38.8,43.2
0.5,35.1,0.0,0.5,28.6,28.6,45.1,45.5,32.4,39.0,45.5
5.0,30.0,0.0,5.4,26.2,26.2,39.2,39.2,28.9,39.0,39.2
2.5,34.0,0.0,2.5,29.5,29.5,40.3,40.3,33.3,39.2,40.3
-2.5,37.9,0.0,-2.7,34.5,34.5,44.1,44.2,35.6,39.4,44.2
-1.6,39.0,0.0,-1.6,33.8,33.8,43.7,43.7,36.9,39.4,43.7
3.4,33.1,0.0,3.8,30.4,30.4,40.8,41.0,31.5,39.6,41.0
5.9,34.0,0.0,6.5,24.4,24.4,37.9,38.1,32.7,39.9,38.1
4.5,32.0,0.0,4.9,25.5,25.5,36.3,36.5,31.5,39.9,36.5
9.5,28.9,0.0,9.9,23.2,23.2,34.2,34.2,28.2,40.1,34.2
5.6,32.0,0.0,5.9,26.2,26.2,37.4,37.6,31.1,40.5,37.6
5.0,30.9,0.0,5.2,23.7,23.7,38.1,38.5,29.1,40.5,38.5
6.1,27.0,0.0,6.5,22.6,22.6,38.5,38.5,26.1,40.5,38.5
3.6,32.0,0.0,3.8,26.2,26.2,41.4,41.7,31.3,40.5,41.7
5.0,32.0,0.0,5.2,26.2,26.2,39.0,39.2,31.3,40.6,39.2
3.6,33.1,0.0,3.8,27.5,27.5,39.9,40.1,32.2,40.8,40.1
2.2,37.9,0.0,2.3,32.4,32.4,42.1,42.3,36.1,40.8,42.3
4.7,32.0,0.0,5.2,29.1,29.1,40.3,40.6,31.3,40.8,40.6
7.6,30.0,0.0,7.9,25.9,25.9,37.9,38.1,29.3,40.8,38.1
6.5,30.0,0.0,6.8,23.9,23.9,40.1,39.9,28.9,40.8,39.9
0.7,39.0,0.0,0.7,34.5,34.5,43.9,44.1,37.4,40.8,44.1
0.0,39.0,0.0,0.0,34.5,34.5,43.9,44.1,37.4,40.8,44.1
-5.0,39.9,0.0,-5.2,37.6,37.6,49.6,49.8,39.0,41.0,49.8
1.4,37.0,0.0,1.6,31.6,31.6,44.8,45.1,34.5,41.2,45.1
4.5,33.1,0.0,4.9,25.5,25.5,40.6,40.6,31.5,41.4,40.6
4.9,35.1,0.0,5.0,31.6,31.6,41.4,41.5,32.7,41.4,41.5
0.9,37.9,0.0,0.9,34.0,34.0,44.4,44.4,36.7,41.4,44.4
3.1,34.0,0.0,3.1,34.0,34.0,45.1,45.7,33.6,41.2,45.7
2.0,33.1,0.0,2.0,32.2,32.2,44.2,44.2,32.7,41.2,44.2
-0.5,41.0,0.0,-0.5,41.0,41.0,45.7,45.9,40.5,41.4,45.9
-2.0,42.1,0.0,-2.0,38.3,38.3,46.9,46.9,40.6,41.4,46.9
3.6,37.9,0.0,3.8,33.3,33.3,43.9,44.2,37.0,41.7,44.2
1.4,37.0,0.0,1.4,32.7,32.7,44.8,44.8,36.5,41.7,44.8
0.5,39.0,0.0,0.5,36.3,36.3,45.3,45.5,38.1,41.9,45.5
0.4,39.0,0.0,0.4,34.0,34.0,45.3,45.5,37.0,42.3,45.5
0.0,37.9,0.0,0.0,31.3,31.3,46.9,47.1,35.1,42.3,47.1
2.5,39.0,0.0,2.7,36.1,36.1,45.5,45.7,36.9,42.3,45.7
1.4,37.0,0.0,1.4,32.7,32.7,46.0,46.0,35.8,42.4,46.0
-0.7,42.1,0.0,-0.7,38.8,38.8,48.7,48.7,39.9,42.6,48.7
0.2,45.0,0.0,0.2,44.6,44.6,46.8,46.8,44.1,42.8,46.8
0.7,39.0,0.0,0.9,34.5,34.5,46.6,46.8,38.1,42.8,46.8
1.6,37.0,0.0,1.8,33.1,33.1,46.4,46.4,36.1,43.0,46.4
0.7,43.0,0.0,0.7,40.5,40.5,46.8,46.9,40.1,43.0,46.9
2.5,42.1,0.0,2.5,38.3,38.3,45.1,45.3,39.9,43.2,45.3
6.8,33.1,0.0,7.6,33.1,33.1,42.8,43.2,31.8,43.2,43.2
5.9,33.1,0.0,6.3,30.9,30.9,40.3,40.5,31.8,43.2,40.5
6.3,35.1,0.0,6.7,30.2,30.2,41.2,41.4,34.3,43.5,41.4
7.2,30.9,0.0,7.6,27.3,27.3,42.1,42.1,29.8,43.7,42.1
4.0,37.0,0.0,4.1,33.1,33.1,45.0,45.1,35.8,43.7,45.1
-0.7,43.0,0.0,-0.9,39.4,39.4,47.7,47.7,39.9,43.7,47.7
3.1,39.9,0.0,3.2,36.3,36.3,46.0,46.2,39.0,43.9,46.2
3.1,39.9,0.0,3.4,34.9,34.9,45.7,45.9,36.9,44.1,45.9
5.0,32.0,0.0,5.4,30.7,30.7,46.0,46.2,30.9,44.2,46.2
-1.6,37.9,0.0,-1.8,32.7,32.7,50.9,51.1,34.9,44.4,51.1
-4.0,39.9,0.0,-4.3,35.6,35.6,53.6,53.8,36.3,44.4,53.8
0.0,44.1,0.0,0.0,39.0,39.0,48.9,49.1,41.7,44.8,49.1
3.6,43.0,0.0,3.8,38.7,38.7,46.2,46.2,41.2,45.0,46.2
-0.4,43.0,0.0,-0.4,39.9,39.9,48.7,48.9,41.5,45.1,48.9
0.4,39.9,0.0,0.4,35.6,35.6,50.4,50.4,38.7,45.3,50.4
4.0,42.1,0.0,4.5,35.6,35.6,46.9,47.1,37.8,45.5,47.1
5.4,37.9,0.0,6.1,29.1,29.1,45.1,45.3,34.3,45.5,45.3
3.6,41.0,0.0,4.1,35.8,35.8,46.2,46.4,36.9,45.7,46.4
4.3,35.1,0.4,4.7,29.8,29.8,46.0,46.2,32.4,46.0,46.2
-0.7,39.0,0.4,-0.7,33.4,33.4,51.8,51.8,34.3,46.0,51.8
-4.9,45.0,1.1,-5.2,39.7,39.7,55.6,55.9,39.0,46.2,55.9
1.1,43.0,1.1,1.1,42.3,42.3,51.4,51.6,39.9,46.4,51.6
4.3,44.6,1.1,4.5,40.1,40.1,46.9,46.9,43.7,46.4,46.9
4.0,42.1,1.1,4.3,37.0,37.0,46.8,46.9,37.9,46.6,46.9
5.0,39.9,1.4,5.6,34.5,34.5,46.0,46.2,36.3,46.9,46.2
4.0,39.9,1.4,4.3,33.6,33.6,46.6,46.6,36.3,46.9,46.6
2.7,39.0,2.2,2.7,35.2,35.2,49.6,49.8,37.8,47.3,49.8
4.1,44.1,2.2,4.7,37.6,37.6,48.2,48.4,39.4,47.5,48.4
6.1,39.9,2.2,6.8,34.0,34.0,46.6,46.8,36.7,47.5,46.8
5.0,36.0,2.2,5.2,32.7,32.7,47.8,48.0,34.3,47.7,48.0
2.0,37.9,2.5,2.2,34.0,34.0,53.1,53.2,36.0,47.8,53.2
-6.5,46.9,2.5,-6.8,46.9,46.9,60.4,60.6,43.3,48.0,60.6
-7.6,52.0,2.5,-8.3,52.0,52.0,61.0,61.3,48.2,48.0,61.3
-3.6,48.0,2.9,-3.8,45.5,45.5,55.4,55.6,45.7,48.4,55.6
-2.5,46.9,2.9,-2.7,43.5,43.5,55.0,55.2,44.6,48.4,55.2
-1.6,48.9,2.9,-1.8,43.5,43.5,51.8,51.8,47.5,48.6,51.8
2.2,48.9,3.6,2.3,45.1,45.1,51.3,51.4,47.1,48.7,51.4
3.2,45.0,3.6,3.2,42.3,42.3,51.3,51.4,43.7,48.7,51.4
1.1,48.9,3.6,1.1,48.2,48.2,52.5,52.7,48.0,48.9,52.7
1.1,48.9,3.6,1.1,46.4,46.4,52.5,52.5,48.0,48.9,52.5
0.4,48.0,4.0,0.5,46.8,46.8,52.9,53.1,47.1,49.3,53.1
2.9,46.0,4.0,3.1,43.5,43.5,50.7,50.7,45.1,49.5,50.7
2.0,46.9,4.0,2.0,46.9,46.9,51.3,51.3,46.6,49.6,51.3
1.6,48.9,4.5,1.6,45.5,45.5,52.2,52.2,47.5,49.8,52.2
3.4,48.0,4.5,3.6,45.3,45.3,51.3,51.4,47.1,49.8,51.4
2.0,46.0,4.5,2.0,43.5,43.5,52.0,52.2,45.1,50.0,52.2
2.0,43.0,4.5,2.0,43.0,43.0,54.0,54.0,42.6,50.2,54.0
-2.5,50.0,5.0,-2.7,49.5,49.5,56.5,56.7,48.9,50.5,56.7
-1.4,51.1,5.0,-1.4,49.8,49.8,56.5,56.5,50.5,50.5,56.5
-2.0,51.1,5.0,-2.0,50.0,50.0,56.3,56.5,48.6,50.7,56.5
1.1,46.9,5.0,1.1,46.9,46.9,55.0,55.0,45.5,50.9,55.0
0.0,51.8,5.4,0.0,50.4,50.4,54.5,54.3,50.0,51.1,54.3
0.0,50.0,5.4,0.0,46.8,46.8,55.8,56.1,47.5,51.1,56.1
-0.7,48.9,5.4,-0.7,45.5,45.5,54.7,54.9,46.6,51.1,54.9
1.1,48.0,6.1,1.1,45.3,45.3,55.2,55.4,46.6,51.3,55.4
0.5,51.1,6.1,0.5,48.7,48.7,54.1,54.3,48.9,51.4,54.3
1.6,50.0,6.1,1.8,47.1,47.1,53.2,53.4,48.9,51.4,53.4
0.7,51.1,6.1,0.7,48.0,48.0,54.9,55.0,49.5,51.4,55.0
-3.4,51.1,6.1,-3.6,49.1,49.1,56.3,56.5,50.5,51.4,56.5
-1.4,50.0,6.5,-1.4,48.2,48.2,57.7,57.9,48.9,51.6,57.9
-2.5,55.0,6.5,-2.7,52.5,52.5,58.1,58.3,52.3,51.6,58.3
1.3,53.1,6.8,1.3,50.9,50.9,55.6,55.8,50.9,51.8,55.8
-1.1,52.0,6.8,-1.1,51.3,51.3,56.5,56.7,50.4,52.0,56.7
1.4,50.0,6.8,1.4,48.7,48.7,54.7,54.9,48.9,52.0,54.9
1.8,50.0,6.8,1.8,48.0,48.0,54.7,54.7,48.4,52.0,54.7
2.9,46.9,6.8,3.1,43.0,43.0,53.8,54.0,45.1,52.0,54.0
3.2,46.9,6.8,3.6,43.0,43.0,53.1,53.2,44.2,52.0,53.2
2.9,48.0,6.8,3.2,43.9,43.9,53.2,53.2,45.1,52.3,53.2
5.0,46.9,7.9,5.4,43.5,43.5,54.3,54.3,44.2,52.7,54.3
2.9,48.9,7.9,3.2,45.5,45.5,54.9,55.0,45.7,52.7,55.0
